"Subscription_ID","Member_ID","Plan_ID","Start_Date","End_Date","Sub_Amount","Branch_ID"
"S6442","M750","P5","2024-03-30","2025-03-30","16000","B04"
"S6443","M002","P6","2024-03-31","2024-04-30","1500","B02"
"S6444","M2487","P6","2024-03-31","2024-04-30","1500","B01"
"S6445","M4945","P6","2024-03-31","2024-04-30","1500","B01"
"S6446","M481","P1","2024-03-31","2024-06-29","4700","B02"
"S6447","M2996","P3","2024-03-31","2024-06-29","4300","B05"
"S6448","M1018","P3","2024-03-31","2024-06-29","4300","B05"
"S6449","M1254","P4","2024-03-31","2025-03-31","19000","B03"
"S645","M1356","P2","2022-06-01","2022-07-01","1800","B01"
"S6450","M3262","P6","2024-03-31","2024-04-30","1500","B03"
"S6451","M5602","P4","2024-03-31","2025-03-31","19000","B01"
"S6452","M2656","P1","2024-03-31","2024-06-29","4700","B05"
"S6453","M514","P4","2024-03-31","2025-03-31","19000","B04"
"S6454","M5242","P1","2024-03-31","2024-06-29","4700","B04"
"S6455","M3533","P3","2024-03-31","2024-06-29","4300","B03"
"S6456","M3902","P3","2024-03-31","2024-06-29","4300","B04"
"S6457","M1709","P4","2024-03-31","2025-03-31","19000","B06"
"S6458","M1445","P6","2024-04-01","2024-05-01","1500","B02"
"S6459","M778","P1","2024-04-01","2024-06-30","4700","B02"
"S646","M1721","P6","2022-06-01","2022-07-01","1500","B01"
"S6460","M1136","P1","2024-04-01","2024-06-30","4700","B01"
"S6461","M3643","P6","2024-04-01","2024-05-01","1500","B04"
"S6462","M3067","P2","2024-04-01","2024-05-01","1800","B05"
"S6463","M4946","P6","2024-04-01","2024-05-01","1500","B04"
"S6464","M1222","P1","2024-04-01","2024-06-30","4700","B04"
"S6465","M1267","P2","2024-04-01","2024-05-01","1800","B04"
"S6466","M4938","P2","2024-04-01","2024-05-01","1800","B04"
"S6467","M4477","P4","2024-04-01","2025-04-01","19000","B06"
"S6468","M5518","P4","2024-04-01","2025-04-01","19000","B06"
"S6469","M3631","P2","2024-04-02","2024-05-02","1800","B02"
"S647","M2309","P6","2022-06-01","2022-07-01","1500","B02"
"S6470","M832","P5","2024-04-02","2025-04-02","16000","B01"
"S6471","M4378","P5","2024-04-02","2025-04-02","16000","B02"
"S6472","M1788","P3","2024-04-02","2024-07-01","4300","B05"
"S6473","M906","P4","2024-04-02","2025-04-02","19000","B05"
"S6474","M1535","P4","2024-04-02","2025-04-02","19000","B04"
"S6475","M5132","P2","2024-04-02","2024-05-02","1800","B05"
"S6476","M5212","P1","2024-04-02","2024-07-01","4700","B05"
"S6477","M787","P6","2024-04-02","2024-05-02","1500","B06"
"S6478","M1221","P6","2024-04-02","2024-05-02","1500","B06"
"S6479","M3350","P6","2024-04-02","2024-05-02","1500","B06"
"S648","M271","P3","2022-06-01","2022-08-30","4300","B02"
"S6480","M4131","P6","2024-04-02","2024-05-02","1500","B06"
"S6481","M1834","P5","2024-04-02","2025-04-02","16000","B04"
"S6482","M1049","P4","2024-04-03","2025-04-03","19000","B01"
"S6483","M1324","P5","2024-04-03","2025-04-03","16000","B01"
"S6484","M3690","P5","2024-04-03","2025-04-03","16000","B02"
"S6485","M3043","P5","2024-04-03","2025-04-03","16000","B03"
"S6486","M5083","P4","2024-04-03","2025-04-03","19000","B04"
"S6487","M2014","P5","2024-04-03","2025-04-03","16000","B04"
"S6488","M4881","P5","2024-04-03","2025-04-03","16000","B05"
"S6489","M5360","P4","2024-04-03","2025-04-03","19000","B03"
"S649","M2941","P5","2022-06-01","2023-06-01","16000","B01"
"S6490","M2813","P3","2024-04-03","2024-07-02","4300","B03"
"S6491","M105","P6","2024-04-03","2024-05-03","1500","B01"
"S6492","M4626","P3","2024-04-03","2024-07-02","4300","B03"
"S6493","M4497","P3","2024-04-03","2024-07-02","4300","B03"
"S6494","M2110","P6","2024-04-03","2024-05-03","1500","B06"
"S6495","M1387","P1","2024-04-03","2024-07-02","4700","B05"
"S6496","M1778","P5","2024-04-03","2025-04-03","16000","B04"
"S6497","M1037","P2","2024-04-04","2024-05-04","1800","B01"
"S6498","M3508","P1","2024-04-04","2024-07-03","4700","B01"
"S6499","M5372","P1","2024-04-04","2024-07-03","4700","B01"
"S650","M3424","P6","2022-06-01","2022-07-01","1500","B02"
"S6500","M649","P3","2024-04-04","2024-07-03","4300","B02"
"S6501","M2076","P3","2024-04-04","2024-07-03","4300","B01"
"S6502","M1138","P3","2024-04-04","2024-07-03","4300","B01"
"S6503","M295","P4","2024-04-04","2025-04-04","19000","B02"
"S6504","M599","P6","2024-04-04","2024-05-04","1500","B02"
"S6505","M4528","P3","2024-04-04","2024-07-03","4300","B02"
"S6506","M004","P6","2024-04-04","2024-05-04","1500","B04"
"S6507","M4041","P6","2024-04-04","2024-05-04","1500","B04"
"S6508","M1841","P6","2024-04-04","2024-05-04","1500","B03"
"S6509","M2323","P2","2024-04-04","2024-05-04","1800","B06"
"S651","M459","P1","2022-06-01","2022-08-30","4700","B02"
"S6510","M2831","P6","2024-04-04","2024-05-04","1500","B03"
"S6511","M2314","P1","2024-04-04","2024-07-03","4700","B05"
"S6512","M2590","P1","2024-04-04","2024-07-03","4700","B06"
"S6513","M3656","P1","2024-04-04","2024-07-03","4700","B03"
"S6514","M5328","P1","2024-04-04","2024-07-03","4700","B06"
"S6515","M2483","P4","2024-04-04","2025-04-04","19000","B03"
"S6516","M3835","P2","2024-04-05","2024-05-05","1800","B01"
"S6517","M5241","P5","2024-04-05","2025-04-05","16000","B01"
"S6518","M999","P1","2024-04-05","2024-07-04","4700","B01"
"S6519","M1941","P2","2024-04-05","2024-05-05","1800","B04"
"S652","M5075","P6","2022-06-01","2022-07-01","1500","B02"
"S6520","M376","P3","2024-04-05","2024-07-04","4300","B05"
"S6521","M2604","P4","2024-04-05","2025-04-05","19000","B03"
"S6522","M229","P1","2024-04-05","2024-07-04","4700","B05"
"S6523","M834","P3","2024-04-05","2024-07-04","4300","B05"
"S6524","M3337","P5","2024-04-05","2025-04-05","16000","B05"
"S6525","M272","P2","2024-04-05","2024-05-05","1800","B03"
"S6526","M4802","P1","2024-04-05","2024-07-04","4700","B03"
"S6527","M108","P1","2024-04-05","2024-07-04","4700","B01"
"S6528","M5623","P1","2024-04-05","2024-07-04","4700","B04"
"S6529","M4864","P1","2024-04-05","2024-07-04","4700","B05"
"S653","M5613","P6","2022-06-01","2022-07-01","1500","B01"
"S6530","M792","P6","2024-04-05","2024-05-05","1500","B06"
"S6531","M1641","P2","2024-04-05","2024-05-05","1800","B06"
"S6532","M3149","P6","2024-04-05","2024-05-05","1500","B05"
"S6533","M1358","P1","2024-04-05","2024-07-04","4700","B06"
"S6534","M1779","P4","2024-04-05","2025-04-05","19000","B06"
"S6535","M4380","P5","2024-04-05","2025-04-05","16000","B05"
"S6536","M4561","P4","2024-04-05","2025-04-05","19000","B06"
"S6537","M1452","P3","2024-04-06","2024-07-05","4300","B02"
"S6538","M3934","P5","2024-04-06","2025-04-06","16000","B02"
"S6539","M4287","P4","2024-04-06","2025-04-06","19000","B02"
"S654","M983","P6","2022-06-01","2022-07-01","1500","B02"
"S6540","M4481","P6","2024-04-06","2024-05-06","1500","B02"
"S6541","M4631","P5","2024-04-06","2025-04-06","16000","B02"
"S6542","M4181","P6","2024-04-06","2024-05-06","1500","B01"
"S6543","M3002","P2","2024-04-06","2024-05-06","1800","B01"
"S6544","M698","P3","2024-04-06","2024-07-05","4300","B04"
"S6545","M2018","P2","2024-04-06","2024-05-06","1800","B05"
"S6546","M1157","P5","2024-04-06","2025-04-06","16000","B04"
"S6547","M2152","P1","2024-04-06","2024-07-05","4700","B04"
"S6548","M2423","P6","2024-04-06","2024-05-06","1500","B05"
"S6549","M4273","P6","2024-04-06","2024-05-06","1500","B04"
"S655","M4024","P5","2022-06-01","2023-06-01","16000","B01"
"S6550","M4955","P6","2024-04-06","2024-05-06","1500","B05"
"S6551","M5490","P1","2024-04-06","2024-07-05","4700","B03"
"S6552","M4503","P4","2024-04-06","2025-04-06","19000","B03"
"S6553","M3046","P6","2024-04-07","2024-05-07","1500","B01"
"S6554","M4029","P2","2024-04-07","2024-05-07","1800","B02"
"S6555","M2283","P1","2024-04-07","2024-07-06","4700","B02"
"S6556","M2120","P6","2024-04-07","2024-05-07","1500","B04"
"S6557","M2246","P2","2024-04-07","2024-05-07","1800","B02"
"S6558","M5068","P1","2024-04-07","2024-07-06","4700","B01"
"S6559","M2466","P2","2024-04-07","2024-05-07","1800","B02"
"S656","M4729","P4","2022-06-01","2023-06-01","19000","B01"
"S6560","M237","P2","2024-04-07","2024-05-07","1800","B05"
"S6561","M5388","P1","2024-04-07","2024-07-06","4700","B05"
"S6562","M238","P5","2024-04-07","2025-04-07","16000","B01"
"S6563","M3400","P6","2024-04-07","2024-05-07","1500","B01"
"S6564","M1666","P1","2024-04-07","2024-07-06","4700","B05"
"S6565","M4267","P2","2024-04-07","2024-05-07","1800","B03"
"S6566","M4839","P3","2024-04-07","2024-07-06","4300","B03"
"S6567","M042","P2","2024-04-07","2024-05-07","1800","B03"
"S6568","M329","P6","2024-04-07","2024-05-07","1500","B04"
"S6569","M072","P3","2024-04-07","2024-07-06","4300","B04"
"S657","M025","P2","2022-06-02","2022-07-02","1800","B02"
"S6570","M1838","P3","2024-04-07","2024-07-06","4300","B04"
"S6571","M5261","P1","2024-04-07","2024-07-06","4700","B06"
"S6572","M1330","P2","2024-04-08","2024-05-08","1800","B02"
"S6573","M3606","P5","2024-04-08","2025-04-08","16000","B02"
"S6574","M3692","P6","2024-04-08","2024-05-08","1500","B02"
"S6575","M4027","P4","2024-04-08","2025-04-08","19000","B02"
"S6576","M695","P2","2024-04-08","2024-05-08","1800","B02"
"S6577","M2713","P5","2024-04-08","2025-04-08","16000","B01"
"S6578","M4256","P4","2024-04-08","2025-04-08","19000","B05"
"S6579","M4459","P4","2024-04-08","2025-04-08","19000","B03"
"S658","M1486","P4","2022-06-02","2023-06-02","19000","B01"
"S6580","M2215","P2","2024-04-08","2024-05-08","1800","B01"
"S6581","M292","P2","2024-04-08","2024-05-08","1800","B04"
"S6582","M3960","P6","2024-04-08","2024-05-08","1500","B05"
"S6583","M2305","P3","2024-04-08","2024-07-07","4300","B04"
"S6584","M1276","P4","2024-04-08","2025-04-08","19000","B06"
"S6585","M031","P2","2024-04-09","2024-05-09","1800","B01"
"S6586","M2428","P2","2024-04-09","2024-05-09","1800","B01"
"S6587","M4702","P5","2024-04-09","2025-04-09","16000","B02"
"S6588","M579","P6","2024-04-09","2024-05-09","1500","B02"
"S6589","M3308","P5","2024-04-09","2025-04-09","16000","B01"
"S659","M2783","P2","2022-06-02","2022-07-02","1800","B02"
"S6590","M5293","P6","2024-04-09","2024-05-09","1500","B02"
"S6591","M4069","P6","2024-04-09","2024-05-09","1500","B05"
"S6592","M140","P4","2024-04-09","2025-04-09","19000","B02"
"S6593","M4239","P2","2024-04-09","2024-05-09","1800","B03"
"S6594","M159","P1","2024-04-09","2024-07-08","4700","B01"
"S6595","M5114","P1","2024-04-09","2024-07-08","4700","B04"
"S6596","M2029","P2","2024-04-09","2024-05-09","1800","B05"
"S6597","M2302","P4","2024-04-09","2025-04-09","19000","B05"
"S6598","M4629","P4","2024-04-09","2025-04-09","19000","B05"
"S6599","M5501","P2","2024-04-09","2024-05-09","1800","B03"
"S660","M5308","P3","2022-06-02","2022-08-31","4300","B01"
"S6600","M684","P3","2024-04-09","2024-07-08","4300","B04"
"S6601","M1950","P2","2024-04-09","2024-05-09","1800","B03"
"S6602","M588","P6","2024-04-09","2024-05-09","1500","B03"
"S6603","M5079","P6","2024-04-09","2024-05-09","1500","B05"
"S6604","M5387","P2","2024-04-09","2024-05-09","1800","B04"
"S6605","M5526","P2","2024-04-09","2024-05-09","1800","B04"
"S6606","M3541","P3","2024-04-09","2024-07-08","4300","B06"
"S6607","M4079","P3","2024-04-09","2024-07-08","4300","B04"
"S6608","M1231","P6","2024-04-10","2024-05-10","1500","B01"
"S6609","M3136","P5","2024-04-10","2025-04-10","16000","B01"
"S661","M1475","P3","2022-06-03","2022-09-01","4300","B01"
"S6610","M3918","P3","2024-04-10","2024-07-09","4300","B01"
"S6611","M4789","P4","2024-04-10","2025-04-10","19000","B01"
"S6612","M5287","P2","2024-04-10","2024-05-10","1800","B03"
"S6613","M4352","P5","2024-04-10","2025-04-10","16000","B05"
"S6614","M1055","P2","2024-04-10","2024-05-10","1800","B05"
"S6615","M5318","P2","2024-04-10","2024-05-10","1800","B02"
"S6616","M5469","P6","2024-04-10","2024-05-10","1500","B06"
"S6617","M894","P3","2024-04-10","2024-07-09","4300","B03"
"S6618","M1048","P4","2024-04-10","2025-04-10","19000","B06"
"S6619","M2928","P5","2024-04-10","2025-04-10","16000","B06"
"S662","M1757","P6","2022-06-03","2022-07-03","1500","B01"
"S6620","M207","P6","2024-04-11","2024-05-11","1500","B02"
"S6621","M3629","P2","2024-04-11","2024-05-11","1800","B02"
"S6622","M056","P2","2024-04-11","2024-05-11","1800","B02"
"S6623","M412","P2","2024-04-11","2024-05-11","1800","B01"
"S6624","M3735","P1","2024-04-11","2024-07-10","4700","B02"
"S6625","M3023","P1","2024-04-11","2024-07-10","4700","B05"
"S6626","M2470","P2","2024-04-11","2024-05-11","1800","B03"
"S6627","M531","P2","2024-04-11","2024-05-11","1800","B05"
"S6628","M1877","P6","2024-04-11","2024-05-11","1500","B06"
"S6629","M878","P1","2024-04-11","2024-07-10","4700","B04"
"S663","M1835","P3","2022-06-03","2022-09-01","4300","B01"
"S6630","M3741","P1","2024-04-11","2024-07-10","4700","B06"
"S6631","M348","P4","2024-04-11","2025-04-11","19000","B06"
"S6632","M2676","P5","2024-04-11","2025-04-11","16000","B06"
"S6633","M3008","P4","2024-04-11","2025-04-11","19000","B06"
"S6634","M4218","P2","2024-04-12","2024-05-12","1800","B02"
"S6635","M681","P1","2024-04-12","2024-07-11","4700","B02"
"S6636","M942","P4","2024-04-12","2025-04-12","19000","B02"
"S6637","M2402","P6","2024-04-12","2024-05-12","1500","B01"
"S6638","M2792","P2","2024-04-12","2024-05-12","1800","B03"
"S6639","M3029","P3","2024-04-12","2024-07-11","4300","B03"
"S664","M2392","P1","2022-06-03","2022-09-01","4700","B02"
"S6640","M160","P1","2024-04-12","2024-07-11","4700","B03"
"S6641","M1797","P6","2024-04-12","2024-05-12","1500","B04"
"S6642","M2680","P6","2024-04-12","2024-05-12","1500","B05"
"S6643","M1407","P6","2024-04-12","2024-05-12","1500","B05"
"S6644","M2035","P6","2024-04-12","2024-05-12","1500","B04"
"S6645","M1850","P3","2024-04-12","2024-07-11","4300","B06"
"S6646","M3612","P5","2024-04-12","2025-04-12","16000","B05"
"S6647","M2519","P4","2024-04-13","2025-04-13","19000","B02"
"S6648","M1366","P6","2024-04-13","2024-05-13","1500","B01"
"S6649","M4967","P6","2024-04-13","2024-05-13","1500","B03"
"S665","M4203","P2","2022-06-03","2022-07-03","1800","B01"
"S6650","M5403","P6","2024-04-13","2024-05-13","1500","B05"
"S6651","M1238","P6","2024-04-13","2024-05-13","1500","B04"
"S6652","M1340","P5","2024-04-13","2025-04-13","16000","B04"
"S6653","M2633","P4","2024-04-13","2025-04-13","19000","B04"
"S6654","M2550","P6","2024-04-13","2024-05-13","1500","B04"
"S6655","M3823","P2","2024-04-13","2024-05-13","1800","B06"
"S6656","M5211","P5","2024-04-13","2025-04-13","16000","B06"
"S6657","M5105","P3","2024-04-14","2024-07-13","4300","B04"
"S6658","M4930","P2","2024-04-14","2024-05-14","1800","B02"
"S6659","M5213","P5","2024-04-14","2025-04-14","16000","B04"
"S666","M4409","P3","2022-06-03","2022-09-01","4300","B02"
"S6660","M4597","P4","2024-04-14","2025-04-14","19000","B05"
"S6661","M1301","P1","2024-04-14","2024-07-13","4700","B04"
"S6662","M406","P4","2024-04-14","2025-04-14","19000","B03"
"S6663","M813","P3","2024-04-14","2024-07-13","4300","B03"
"S6664","M1852","P5","2024-04-14","2025-04-14","16000","B05"
"S6665","M4979","P5","2024-04-14","2025-04-14","16000","B03"
"S6666","M2562","P2","2024-04-14","2024-05-14","1800","B06"
"S6667","M4213","P6","2024-04-14","2024-05-14","1500","B04"
"S6668","M4565","P2","2024-04-14","2024-05-14","1800","B06"
"S6669","M4908","P6","2024-04-14","2024-05-14","1500","B04"
"S667","M4514","P5","2022-06-03","2023-06-03","16000","B01"
"S6670","M2636","P1","2024-04-14","2024-07-13","4700","B05"
"S6671","M2722","P3","2024-04-14","2024-07-13","4300","B06"
"S6672","M1115","P1","2024-04-15","2024-07-14","4700","B01"
"S6673","M4158","P5","2024-04-15","2025-04-15","16000","B02"
"S6674","M1261","P2","2024-04-15","2024-05-15","1800","B01"
"S6675","M3510","P4","2024-04-15","2025-04-15","19000","B05"
"S6676","M2862","P1","2024-04-15","2024-07-14","4700","B05"
"S6677","M124","P1","2024-04-15","2024-07-14","4700","B03"
"S6678","M945","P4","2024-04-15","2025-04-15","19000","B03"
"S6679","M1019","P6","2024-04-15","2024-05-15","1500","B05"
"S668","M593","P2","2022-06-03","2022-07-03","1800","B01"
"S6680","M3211","P4","2024-04-15","2025-04-15","19000","B06"
"S6681","M1122","P4","2024-04-16","2025-04-16","19000","B01"
"S6682","M2508","P5","2024-04-16","2025-04-16","16000","B01"
"S6683","M4073","P6","2024-04-16","2024-05-16","1500","B02"
"S6684","M168","P5","2024-04-16","2025-04-16","16000","B02"
"S6685","M2558","P1","2024-04-16","2024-07-15","4700","B02"
"S6686","M1564","P2","2024-04-16","2024-05-16","1800","B03"
"S6687","M3771","P3","2024-04-16","2024-07-15","4300","B03"
"S6688","M5332","P6","2024-04-16","2024-05-16","1500","B04"
"S6689","M1204","P4","2024-04-16","2025-04-16","19000","B05"
"S669","M4237","P4","2022-06-03","2023-06-03","19000","B01"
"S6690","M899","P4","2024-04-16","2025-04-16","19000","B05"
"S6691","M1684","P6","2024-04-16","2024-05-16","1500","B03"
"S6692","M5070","P6","2024-04-16","2024-05-16","1500","B06"
"S6693","M1021","P1","2024-04-16","2024-07-15","4700","B06"
"S6694","M5527","P3","2024-04-17","2024-07-16","4300","B02"
"S6695","M4722","P3","2024-04-17","2024-07-16","4300","B01"
"S6696","M4336","P5","2024-04-17","2025-04-17","16000","B02"
"S6697","M3127","P1","2024-04-17","2024-07-16","4700","B02"
"S6698","M4151","P4","2024-04-17","2025-04-17","19000","B04"
"S6699","M1872","P2","2024-04-17","2024-05-17","1800","B05"
"S670","M1503","P1","2022-06-04","2022-09-02","4700","B02"
"S6700","M1587","P5","2024-04-17","2025-04-17","16000","B05"
"S6701","M2441","P4","2024-04-17","2025-04-17","19000","B04"
"S6702","M404","P6","2024-04-17","2024-05-17","1500","B05"
"S6703","M924","P3","2024-04-17","2024-07-16","4300","B05"
"S6704","M2806","P5","2024-04-17","2025-04-17","16000","B06"
"S6705","M2948","P4","2024-04-17","2025-04-17","19000","B06"
"S6706","M2786","P4","2024-04-18","2025-04-18","19000","B02"
"S6707","M4177","P6","2024-04-18","2024-05-18","1500","B01"
"S6708","M4525","P6","2024-04-18","2024-05-18","1500","B02"
"S6709","M5269","P1","2024-04-18","2024-07-17","4700","B02"
"S671","M3784","P6","2022-06-04","2022-07-04","1500","B01"
"S6710","M629","P3","2024-04-18","2024-07-17","4300","B01"
"S6711","M1690","P4","2024-04-18","2025-04-18","19000","B01"
"S6712","M1200","P2","2024-04-18","2024-05-18","1800","B01"
"S6713","M1712","P4","2024-04-18","2025-04-18","19000","B02"
"S6714","M4862","P6","2024-04-18","2024-05-18","1500","B04"
"S6715","M954","P4","2024-04-18","2025-04-18","19000","B05"
"S6716","M2587","P4","2024-04-18","2025-04-18","19000","B05"
"S6717","M1293","P1","2024-04-18","2024-07-17","4700","B04"
"S6718","M4219","P4","2024-04-18","2025-04-18","19000","B05"
"S6719","M3175","P6","2024-04-18","2024-05-18","1500","B05"
"S672","M4466","P5","2022-06-04","2023-06-04","16000","B01"
"S6720","M2617","P1","2024-04-18","2024-07-17","4700","B04"
"S6721","M3886","P3","2024-04-18","2024-07-17","4300","B06"
"S6722","M4226","P5","2024-04-18","2025-04-18","16000","B06"
"S6723","M2394","P1","2024-04-19","2024-07-18","4700","B01"
"S6724","M2284","P4","2024-04-19","2025-04-19","19000","B01"
"S6725","M571","P4","2024-04-19","2025-04-19","19000","B02"
"S6726","M4064","P1","2024-04-19","2024-07-18","4700","B04"
"S6727","M3833","P4","2024-04-19","2025-04-19","19000","B03"
"S6728","M447","P2","2024-04-19","2024-05-19","1800","B05"
"S6729","M1902","P6","2024-04-19","2024-05-19","1500","B06"
"S673","M1091","P5","2022-06-05","2023-06-05","16000","B02"
"S6730","M3436","P5","2024-04-19","2025-04-19","16000","B06"
"S6731","M1103","P4","2024-04-20","2025-04-20","19000","B01"
"S6732","M1617","P5","2024-04-20","2025-04-20","16000","B01"
"S6733","M3998","P4","2024-04-20","2025-04-20","19000","B02"
"S6734","M4234","P3","2024-04-20","2024-07-19","4300","B01"
"S6735","M539","P5","2024-04-20","2025-04-20","16000","B02"
"S6736","M024","P2","2024-04-20","2024-05-20","1800","B02"
"S6737","M1538","P4","2024-04-20","2025-04-20","19000","B02"
"S6738","M2161","P5","2024-04-20","2025-04-20","16000","B05"
"S6739","M5626","P1","2024-04-20","2024-07-19","4700","B03"
"S674","M277","P2","2022-06-05","2022-07-05","1800","B02"
"S6740","M5345","P3","2024-04-20","2024-07-19","4300","B04"
"S6741","M883","P6","2024-04-20","2024-05-20","1500","B03"
"S6742","M520","P5","2024-04-20","2025-04-20","16000","B04"
"S6743","M2549","P2","2024-04-20","2024-05-20","1800","B04"
"S6744","M001","P6","2024-04-20","2024-05-20","1500","B06"
"S6745","M1069","P2","2024-04-20","2024-05-20","1800","B04"
"S6746","M3559","P2","2024-04-20","2024-05-20","1800","B05"
"S6747","M4641","P6","2024-04-20","2024-05-20","1500","B06"
"S6748","M2554","P3","2024-04-21","2024-07-20","4300","B01"
"S6749","M2511","P5","2024-04-21","2025-04-21","16000","B04"
"S675","M3063","P4","2022-06-05","2023-06-05","19000","B01"
"S6750","M224","P4","2024-04-21","2025-04-21","19000","B03"
"S6751","M3470","P3","2024-04-21","2024-07-20","4300","B03"
"S6752","M1704","P4","2024-04-21","2025-04-21","19000","B03"
"S6753","M5297","P2","2024-04-21","2024-05-21","1800","B03"
"S6754","M2007","P2","2024-04-21","2024-05-21","1800","B03"
"S6755","M558","P1","2024-04-21","2024-07-20","4700","B03"
"S6756","M1498","P6","2024-04-21","2024-05-21","1500","B05"
"S6757","M730","P2","2024-04-21","2024-05-21","1800","B06"
"S6758","M1242","P2","2024-04-21","2024-05-21","1800","B04"
"S6759","M2293","P2","2024-04-21","2024-05-21","1800","B06"
"S676","M482","P5","2022-06-05","2023-06-05","16000","B01"
"S6760","M3676","P6","2024-04-21","2024-05-21","1500","B06"
"S6761","M2994","P1","2024-04-22","2024-07-21","4700","B01"
"S6762","M555","P3","2024-04-22","2024-07-21","4300","B01"
"S6763","M240","P4","2024-04-22","2025-04-22","19000","B01"
"S6764","M5461","P1","2024-04-22","2024-07-21","4700","B04"
"S6765","M355","P4","2024-04-22","2025-04-22","19000","B03"
"S6766","M2274","P6","2024-04-22","2024-05-22","1500","B05"
"S6767","M1296","P1","2024-04-22","2024-07-21","4700","B04"
"S6768","M5296","P2","2024-04-22","2024-05-22","1800","B03"
"S6769","M1848","P3","2024-04-22","2024-07-21","4300","B02"
"S677","M098","P6","2022-06-06","2022-07-06","1500","B02"
"S6770","M5496","P6","2024-04-22","2024-05-22","1500","B06"
"S6771","M1494","P4","2024-04-22","2025-04-22","19000","B04"
"S6772","M2493","P6","2024-04-23","2024-05-23","1500","B02"
"S6773","M1346","P6","2024-04-23","2024-05-23","1500","B01"
"S6774","M1914","P1","2024-04-23","2024-07-22","4700","B01"
"S6775","M623","P6","2024-04-23","2024-05-23","1500","B01"
"S6776","M1898","P4","2024-04-23","2025-04-23","19000","B05"
"S6777","M3973","P3","2024-04-23","2024-07-22","4300","B05"
"S6778","M3310","P3","2024-04-23","2024-07-22","4300","B05"
"S6779","M5386","P5","2024-04-23","2025-04-23","16000","B04"
"S678","M1199","P1","2022-06-06","2022-09-04","4700","B01"
"S6780","M5522","P3","2024-04-23","2024-07-22","4300","B04"
"S6781","M534","P2","2024-04-23","2024-05-23","1800","B03"
"S6782","M2513","P6","2024-04-23","2024-05-23","1500","B03"
"S6783","M2768","P2","2024-04-23","2024-05-23","1800","B03"
"S6784","M850","P6","2024-04-23","2024-05-23","1500","B06"
"S6785","M2524","P6","2024-04-23","2024-05-23","1500","B03"
"S6786","M1183","P3","2024-04-23","2024-07-22","4300","B06"
"S6787","M4286","P4","2024-04-23","2025-04-23","19000","B06"
"S6788","M2164","P4","2024-04-24","2025-04-24","19000","B02"
"S6789","M3420","P4","2024-04-24","2025-04-24","19000","B02"
"S679","M3718","P2","2022-06-06","2022-07-06","1800","B01"
"S6790","M5400","P4","2024-04-24","2025-04-24","19000","B02"
"S6791","M3524","P2","2024-04-24","2024-05-24","1800","B01"
"S6792","M2514","P5","2024-04-24","2025-04-24","16000","B04"
"S6793","M3057","P5","2024-04-24","2025-04-24","16000","B05"
"S6794","M1605","P1","2024-04-24","2024-07-23","4700","B03"
"S6795","M3281","P2","2024-04-24","2024-05-24","1800","B01"
"S6796","M682","P1","2024-04-24","2024-07-23","4700","B06"
"S6797","M3677","P5","2024-04-24","2025-04-24","16000","B06"
"S6798","M426","P2","2024-04-24","2024-05-24","1800","B06"
"S6799","M2821","P2","2024-04-24","2024-05-24","1800","B06"
"S680","M3750","P3","2022-06-06","2022-09-04","4300","B02"
"S6800","M5286","P5","2024-04-24","2025-04-24","16000","B06"
"S6801","M3217","P5","2024-04-25","2025-04-25","16000","B01"
"S6802","M5139","P1","2024-04-25","2024-07-24","4700","B02"
"S6803","M1664","P5","2024-04-25","2025-04-25","16000","B01"
"S6804","M242","P4","2024-04-25","2025-04-25","19000","B01"
"S6805","M3815","P1","2024-04-25","2024-07-24","4700","B02"
"S6806","M1955","P6","2024-04-25","2024-05-25","1500","B05"
"S6807","M1011","P3","2024-04-25","2024-07-24","4300","B05"
"S6808","M5470","P2","2024-04-25","2024-05-25","1800","B04"
"S6809","M521","P1","2024-04-25","2024-07-24","4700","B06"
"S681","M3781","P5","2022-06-06","2023-06-06","16000","B01"
"S6810","M1621","P6","2024-04-25","2024-05-25","1500","B03"
"S6811","M3854","P6","2024-04-25","2024-05-25","1500","B05"
"S6812","M3891","P6","2024-04-25","2024-05-25","1500","B03"
"S6813","M1447","P3","2024-04-25","2024-07-24","4300","B03"
"S6814","M5474","P3","2024-04-25","2024-07-24","4300","B04"
"S6815","M3077","P5","2024-04-25","2025-04-25","16000","B06"
"S6816","M1356","P3","2024-04-26","2024-07-25","4300","B01"
"S6817","M2839","P2","2024-04-26","2024-05-26","1800","B02"
"S6818","M3424","P3","2024-04-26","2024-07-25","4300","B02"
"S6819","M5075","P2","2024-04-26","2024-05-26","1800","B02"
"S682","M4068","P1","2022-06-06","2022-09-04","4700","B02"
"S6820","M3236","P4","2024-04-26","2025-04-26","19000","B01"
"S6821","M4611","P6","2024-04-26","2024-05-26","1500","B02"
"S6822","M835","P5","2024-04-26","2025-04-26","16000","B02"
"S6823","M1220","P2","2024-04-26","2024-05-26","1800","B04"
"S6824","M063","P4","2024-04-26","2025-04-26","19000","B04"
"S6825","M2333","P4","2024-04-26","2025-04-26","19000","B05"
"S6826","M2566","P4","2024-04-26","2025-04-26","19000","B03"
"S6827","M1947","P4","2024-04-26","2025-04-26","19000","B05"
"S6828","M4533","P1","2024-04-26","2024-07-25","4700","B04"
"S6829","M1406","P6","2024-04-26","2024-05-26","1500","B04"
